rowid,pl_name,hostname,pl_letter,discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_masse,pl_massj,st_spectype,st_teff,st_rad,st_mass,ra,dec,sy_dist,sy_plx
839,GJ 876 b,GJ 876,b,Radial Velocity,1998,61.03474,0.2177,,,,,,3293.74,0.367,0.369607,343.3239737,-14.2665958,4.67517,213.867
840,GJ 876 b,GJ 876,b,Radial Velocity,1998,60.83,0.20774,,,804.076,2.53,,3271.0,0.352224,0.336778,343.3239737,-14.2665958,4.67517,213.867
841,GJ 876 b,GJ 876,b,Radial Velocity,1998,61.065,0.211,,,839.04,2.64,M4 V,,,0.334,343.3239737,-14.2665958,4.67517,213.867
842,GJ 876 c,GJ 876,c,Radial Velocity,2000,30.0784,0.135989,,,266.2,0.83755467,,,,0.37,343.3239737,-14.2665958,4.67517,213.867
843,GJ 876 c,GJ 876,c,Radial Velocity,2000,30.126,0.134,,,,,,3271.0,0.352224,0.336778,343.3239737,-14.2665958,4.67517,213.867
844,GJ 876 c,GJ 876,c,Radial Velocity,2000,30.12,0.13,,,,,,3271.0,0.352224,0.336778,343.3239737,-14.2665958,4.67517,213.867
845,GJ 876 c,GJ 876,c,Radial Velocity,2000,30.0881,0.12959,,,226.9846,0.7142,,,0.3,0.32,343.3239737,-14.2665958,4.67517,213.867
846,GJ 876 c,GJ 876,c,Radial Velocity,2000,30.22902,0.1363,,,,,,3293.74,0.367,0.369607,343.3239737,-14.2665958,4.67517,213.867
847,GJ 876 c,GJ 876,c,Radial Velocity,2000,30.455,0.13065,,,251.075,0.79,,3271.0,0.352224,0.336778,343.3239737,-14.2665958,4.67517,213.867
848,GJ 876 c,GJ 876,c,Radial Velocity,2000,30.259,0.132,,,273.32,0.86,M4 V,,,0.334,343.3239737,-14.2665958,4.67517,213.867
849,GJ 876 d,GJ 876,d,Radial Velocity,2005,1.93778,0.02080665,,,6.83,0.021,,,0.3,0.32,343.3239737,-14.2665958,4.67517,213.867
850,GJ 876 d,GJ 876,d,Radial Velocity,2005,1.938,0.021,,,,,,3271.0,0.352224,0.336778,343.3239737,-14.2665958,4.67517,213.867
851,GJ 876 d,GJ 876,d,Radial Velocity,2005,1.937848,0.02183911,,,7.49,0.02356606,,,,0.37,343.3239737,-14.2665958,4.67517,213.867
852,GJ 876 d,GJ 876,d,Radial Velocity,2005,1.93774,0.0208067,,,7.53,0.024,,3271.0,0.352224,0.336778,343.3239737,-14.2665958,4.67517,213.867
853,GJ 876 d,GJ 876,d,Radial Velocity,2005,1.93785,0.021,,,,,M4 V,,,0.334,343.3239737,-14.2665958,4.67517,213.867
854,GJ 876 d,GJ 876,d,Radial Velocity,2005,1.93778,,,,,,,3271.0,0.352224,0.336778,343.3239737,-14.2665958,4.67517,213.867
855,GJ 876 d,GJ 876,d,Radial Velocity,2005,1.937916,0.02183,,,,,,3293.74,0.367,0.369607,343.3239737,-14.2665958,4.67517,213.867
856,GJ 876 e,GJ 876,e,Radial Velocity,2010,124.4,0.345,,,,,,3271.0,0.352224,0.336778,343.3239737,-14.2665958,4.67517,213.867
857,GJ 876 e,GJ 876,e,Radial Velocity,2010,124.5,0.3514,,,16.58,0.05216625,,,,0.37,343.3239737,-14.2665958,4.67517,213.867
858,GJ 876 e,GJ 876,e,Radial Velocity,2010,124.26,0.3343,,,14.6,0.046,,,0.3,0.32,343.3239737,-14.2665958,4.67517,213.867
859,GJ 887 b,GJ 887,b,Radial Velocity,2020,9.262,0.068,,,,,M1 V,3688.0,0.4712,0.489,346.4668274,-35.8530693,3.29,303.9
860,GJ 887 c,GJ 887,c,Radial Velocity,2020,21.789,0.12,,,,,M1 V,3688.0,0.4712,0.489,346.4668274,-35.8530693,3.29,303.9
861,GJ 896 A b,GJ 896 A,b,Astrometry,2022,284.39,0.63965,,,718.29219982,2.26,M3.5 V,,,0.43599,352.9700384,19.9370011,6.26022,159.71
862,GJ 900 b,GJ 900 A,b,Imaging,2024,,12000.0,,,3496.112477,11.0,K7,,,1.08,353.7526177,1.6055211,20.8065,48.0331
863,GJ 9066 c,GJ 9066,c,Radial Velocity,2020,771.36,0.88,,,,,M5.0 V,3154.0,0.164,0.15,30.0588307,13.0443172,4.471,223.635
864,GJ 9066 c,GJ 9066,c,Radial Velocity,2020,767.887,0.87,,,,,M4.5 V,,,0.15,30.0588307,13.0443172,4.471,223.635
865,GJ 9404 b,GJ 9404,b,Radial Velocity,2023,13.4586,0.0943,,,,,,,,0.62,184.8472095,28.3827126,23.8839,41.8403
866,GJ 96 b,GJ 96,b,Radial Velocity,2018,73.94,0.291,,,,,M2,3785.0,,0.6,35.5624031,47.8802075,11.9315,83.7829
867,GJ 9689 b,GJ 9689,b,Radial Velocity,2020,18.27,0.1139,,,,,M0.5,3836.0,0.57,0.59,303.467731,13.3888921,30.6203,32.6292
868,GJ 9714 b,GJ 9714,b,Radial Velocity,2022,19240.75467,12.319,,,2988.54051102,9.403,,,,0.67,315.4141767,-32.5250028,20.5121,48.7229
869,GJ 9773 b,GJ 9773,b,Radial Velocity,2025,2965.0,2.921,,,,,M3.0 V,3528.0,0.362,0.358,333.1502333,8.5503355,15.9211,62.781
870,GJ 9827 b,GJ 9827,b,Transit,2017,1.2089802,0.01888,1.62,0.14452672,3.42,0.01076047,K5 V,4269.0,0.613,0.614,351.7717763,-1.2853435,29.661,33.6855
871,GJ 9827 b,GJ 9827,b,Transit,2017,1.2089819,0.0188,1.577,0.14069052,4.91,0.01544851,,4340.0,0.602,0.606,351.7717763,-1.2853435,29.661,33.6855
872,GJ 9827 b,GJ 9827,b,Transit,2017,1.208966,0.0206,1.58,0.1409584,3.69,0.01161004,K6 V,4219.0,0.622,0.637,351.7717763,-1.2853435,29.661,33.6855
873,GJ 9827 b,GJ 9827,b,Transit,2017,1.2089819,0.0188,1.577,0.14069076,5.14,0.01617225,,4305.0,0.602,0.606,351.7717763,-1.2853435,29.661,33.6855
874,GJ 9827 b,GJ 9827,b,Transit,2017,1.2089749,,,,,,K6 V,4255.0,0.651,0.659,351.7717763,-1.2853435,29.661,33.6855
875,GJ 9827 b,GJ 9827,b,Transit,2017,1.208974,0.0189,1.44,0.12846842,4.28,0.01346639,K7 V,4236.0,0.58,0.62,351.7717763,-1.2853435,29.661,33.6855
876,GJ 9827 b,GJ 9827,b,Transit,2017,1.208957,0.02,1.75,0.15612454,,,K6 V,4255.0,0.651,0.659,351.7717763,-1.2853435,29.661,33.6855
877,GJ 9827 b,GJ 9827,b,Transit,2017,1.209,,1.571,0.14015523,4.89,0.01538558,,4255.0,0.5994,0.606,351.7717763,-1.2853435,29.661,33.6855
878,GJ 9827 b,GJ 9827,b,Transit,2017,1.2089755,,1.68645,0.15045525,,,,4199.0,0.63,,351.7717763,-1.2853435,29.661,33.6855
879,GJ 9827 b,GJ 9827,b,Transit,2017,1.2089765,,1.529,0.13640848,4.87,0.01532273,,4294.0,0.579,0.593,351.7717763,-1.2853435,29.661,33.6855
880,GJ 9827 c,GJ 9827,c,Transit,2017,3.648083,0.03942,1.269,0.1132126,2.42,0.00761413,K5 V,4269.0,0.613,0.614,351.7717763,-1.2853435,29.661,33.6855
881,GJ 9827 c,GJ 9827,c,Transit,2017,3.648096,0.03925,1.241,0.11071479,1.3,0.00409026,,4305.0,0.602,0.606,351.7717763,-1.2853435,29.661,33.6855
882,GJ 9827 c,GJ 9827,c,Transit,2017,3.64823,0.0429,1.24,0.11062558,1.45,0.00456221,K6 V,4219.0,0.622,0.637,351.7717763,-1.2853435,29.661,33.6855
883,GJ 9827 c,GJ 9827,c,Transit,2017,3.648095,,1.201,0.10714623,1.92,0.006041,,4294.0,0.579,0.593,351.7717763,-1.2853435,29.661,33.6855
884,GJ 9827 c,GJ 9827,c,Transit,2017,3.6480957,0.03925,1.241,0.1107146,0.84,0.00264292,,4340.0,0.602,0.606,351.7717763,-1.2853435,29.661,33.6855
885,GJ 9827 c,GJ 9827,c,Transit,2017,3.64802,0.042,1.36,0.12133107,,,K6 V,4255.0,0.651,0.659,351.7717763,-1.2853435,29.661,33.6855
886,GJ 9827 c,GJ 9827,c,Transit,2017,3.648103,0.0395,1.13,0.10081202,1.86,0.00585221,K7 V,4236.0,0.58,0.62,351.7717763,-1.2853435,29.661,33.6855
887,GJ 9827 c,GJ 9827,c,Transit,2017,3.6481145,,,,,,K6 V,4255.0,0.651,0.659,351.7717763,-1.2853435,29.661,33.6855
888,GJ 9827 d,GJ 9827,d,Transit,2017,6.20183,0.053,1.98,0.17664407,3.02,0.00950198,K7 V,4236.0,0.58,0.62,351.7717763,-1.2853435,29.661,33.6855
889,GJ 9827 d,GJ 9827,d,Transit,2017,6.20142,0.0611,2.04,0.18199692,2.35,0.00739393,K6 V,4219.0,0.622,0.637,351.7717763,-1.2853435,29.661,33.6855
890,GJ 9827 d,GJ 9827,d,Transit,2017,6.20147,0.0559,2.022,0.18039107,3.53,0.01110662,,4305.0,0.602,0.606,351.7717763,-1.2853435,29.661,33.6855
891,GJ 9827 d,GJ 9827,d,Transit,2017,6.201812,0.0563,1.89,0.1686148,3.02,0.00950198,K7 V,4236.0,0.58,0.62,351.7717763,-1.2853435,29.661,33.6855
892,GJ 9827 d,GJ 9827,d,Transit,2017,6.20141,0.06,2.1,0.18734945,,,K6 V,4255.0,0.651,0.659,351.7717763,-1.2853435,29.661,33.6855
893,GJ 9827 d,GJ 9827,d,Transit,2017,6.20183,,1.955,0.17441372,3.42,0.01076052,,4294.0,0.579,0.593,351.7717763,-1.2853435,29.661,33.6855
894,GJ 9827 d,GJ 9827,d,Transit,2017,6.201467,0.05615,2.07,0.18467303,5.2,0.01636095,K5 V,4269.0,0.613,0.614,351.7717763,-1.2853435,29.661,33.6855
895,GJ 9827 d,GJ 9827,d,Transit,2017,6.2014698,0.05591,2.022,0.18039076,4.04,0.0127112,,4340.0,0.602,0.606,351.7717763,-1.2853435,29.661,33.6855
896,GPX-1 b,GPX-1,b,Transit,2021,1.744579,0.0338,16.47720163,1.47,6261.2196179,19.7,F2,7000.0,1.56,1.68,38.3691648,56.025708,655.013,1.49895
897,GPX-1 b,GPX-1,b,Transit,2021,,,,,,,,,,,38.3691648,56.025708,655.013,1.49895
898,GPX-1 b,GPX-1,b,Transit,2021,1.74428305047,,15.38981949,1.3729901,,,,8039.0,1.6008,,38.3691648,56.025708,655.013,1.49895
899,GQ Lup b,GQ Lup,b,Imaging,2004,,,51.5614,4.6,9852.73,31.0,,4360.0,1.94153,,237.3003643,-35.6515055,151.169,6.58678
900,GQ Lup b,GQ Lup,b,Imaging,2004,,100.0,33.6,3.0,6356.0,20.0,K7e V,,,0.7,237.3003643,-35.6515055,151.169,6.58678
901,GSC 06214-00210 b,GSC 06214-00210,b,Imaging,2010,,320.0,,,5300.0,17.0,,4200.0,,0.9,245.4776921,-20.7193398,108.5,9.18797
902,GSC 06214-00210 b,GSC 06214-00210,b,Imaging,2010,,300.0,,,4258.7,13.5,M1,,,0.6,245.4776921,-20.7193398,108.5,9.18797
903,GSC 06214-00210 b,GSC 06214-00210,b,Imaging,2010,,320.0,,,5000.0,16.0,K7,4200.0,,0.9,245.4776921,-20.7193398,108.5,9.18797
904,GSC 06214-00210 b,GSC 06214-00210,b,Imaging,2010,,,20.1762,1.8,4767.45,15.0,,4432.0,0.90484,0.694,245.4776921,-20.7193398,108.5,9.18797
905,GU Psc b,GU Psc,b,Imaging,2014,,2000.0,14.179,1.265,3591.3,11.3,M3,,,0.325,18.146485,17.0650029,47.5501,21.0019
906,Gaia-1 b,Gaia-1,b,Transit,2022,3.05226855124,,12.65581119,1.12907779,,,,5370.0,0.962287,,90.6436658,-0.5771099,363.66,2.72112
907,Gaia-1 b,Gaia-1,b,Transit,2022,3.052524,0.04047,13.77583728,1.229,533.95172376,1.68,,5470.0,0.952,0.949,90.6436658,-0.5771099,363.66,2.72112
908,Gaia-2 b,Gaia-2,b,Transit,2022,3.6915589899,,14.72447081,1.31363156,,,,5720.0,1.08783,,110.7353308,67.2526565,209.229,4.75066
909,Gaia-2 b,Gaia-2,b,Transit,2022,3.6915224,0.0467,14.81827249,1.322,259.66580852,0.817,,5720.0,1.064,1.0,110.7353308,67.2526565,209.229,4.75066
910,Gaia-4 b,Gaia-4,b,Astrometry,2025,571.3,,,,3750.3752026,11.8,,4034.0,0.624,0.644,209.5063762,31.6954898,73.4829,13.5797
911,Gaia-5 b,Gaia-5,b,Astrometry,2025,358.62,,,,6633.07885409,20.87,,3447.0,0.345,0.339,302.0408173,41.9415455,41.1813,24.2541
912,Gaia22dkvL b,Gaia22dkvL,b,Microlensing,2024,,1.68,,,261.25495055,0.822,,,,1.046,151.769,-66.1808889,1040.0,
913,Gaia22dkvL b,Gaia22dkvL,b,Microlensing,2024,,1.61,,,48.62774627,0.153,,,,1.05,151.769,-66.1808889,980.0,
914,Gaia22dkvL b,Gaia22dkvL,b,Microlensing,2024,,1.4,,,1081.57006902,3.403,,,,1.077,151.769,-66.1808889,890.0,
915,Gaia22dkvL b,Gaia22dkvL,b,Microlensing,2024,,2.04,,,79.45710175,0.25,,,,1.288,151.769,-66.1808889,1580.0,
916,Gaia22dkvL b,Gaia22dkvL,b,Microlensing,2024,,1.96,,,1797.9552984,5.657,,,,1.273,151.769,-66.1808889,1660.0,
917,Gaia22dkvL b,Gaia22dkvL,b,Microlensing,2024,,1.69,,,412.54127229,1.298,,,,1.157,151.769,-66.1808889,980.0,
918,Gaia22dkvL b,Gaia22dkvL,b,Microlensing,2024,,1.4,,,187.83658854,0.591,,,,1.145,151.769,-66.1808889,1270.0,
919,Gl 378 b,Gl 378,b,Radial Velocity,2019,3.822,0.039435,,,,,M1,3879.0,0.56,0.56,150.5865513,48.0824515,14.9545,66.8407
920,Gl 410 b,Gl 410,b,Radial Velocity,2025,6.02,0.0531,,,,,,3842.0,0.543,0.55,165.6604212,21.9669164,11.9324,83.7765
921,Gl 49 b,Gl 49,b,Radial Velocity,2019,13.8508,0.0905,,,,,M1.5 V,3805.0,0.511,0.515,15.6687321,62.3454386,9.8528,101.465
922,Gl 686 b,Gl 686,b,Radial Velocity,2018,15.53209,0.091,,,,,M1,3663.0,0.42,0.42,264.4764878,18.5959509,8.15728,122.561
923,Gl 686 b,Gl 686,b,Radial Velocity,2018,15.5314,0.0917,,,,,M1.0 V,3654.0,0.427,0.426,264.4764878,18.5959509,8.15728,122.561
924,Gl 686 b,Gl 686,b,Radial Velocity,2018,15.53,0.091,,,,,,3656.0,0.427,0.426,264.4764878,18.5959509,8.15728,122.561
925,Gl 725 A b,Gl 725 A,b,Radial Velocity,2025,11.2201,0.068,,,,,M3,3433.0,0.351,0.33,280.6834312,59.638109,3.5214,283.949
926,Gliese 12 b,Gliese 12,b,Transit,2024,12.76142,0.067,0.9,0.08029276,10.0,0.03146352,M4 V,3253.0,0.269,0.241,3.9579137,13.5576175,12.21,81.8711
927,Gliese 12 b,Gliese 12,b,Transit,2024,12.761408,0.0668,0.958,0.08546718,3.87,0.01217638,M3.0 V,3296.0,0.2617,0.2414,3.9579137,13.5576175,12.21,81.8711
928,Gliese 12 b,Gliese 12,b,Transit,2024,12.76147058433,,0.97057627,0.08658916,,,,3376.0,0.269427,,3.9579137,13.5576175,12.21,81.8711
929,HAT-P-1 b,HAT-P-1,b,Transit,2006,4.46543,0.0553,13.921578,1.242,169.08556,0.532,,5975.0,1.135,1.133,344.4453632,38.674919,158.979,6.26153
930,HAT-P-1 b,HAT-P-1,b,Transit,2006,,,,,,,,6051.18,1.17839,1.126,344.4453632,38.674919,158.979,6.26153
931,HAT-P-1 b,HAT-P-1,b,Transit,2006,4.4652934,,13.731,1.225,166.536,0.524,G0 V,,1.115,1.133,344.4453632,38.674919,158.979,6.26153
932,HAT-P-1 b,HAT-P-1,b,Transit,2006,4.46529974,,,,,,,6000.0,,,344.4453632,38.674919,158.979,6.26153
933,HAT-P-1 b,HAT-P-1,b,Transit,2006,4.46529976,0.05561,14.784671,1.319,166.86075,0.525,,5980.0,1.174,1.151,344.4453632,38.674919,158.979,6.26153
934,HAT-P-1 b,HAT-P-1,b,Transit,2006,4.46529,0.0551,15.24424,1.36,168.4499,0.53,,5975.0,1.15,1.12,344.4453632,38.674919,158.979,6.26153
935,HAT-P-1 b,HAT-P-1,b,Transit,2006,,,,,,,,,,,,,,
936,HAT-P-1 b,HAT-P-1,b,Transit,2006,4.46529958,,,,,,,,,,344.4453632,38.674919,158.979,6.26153
937,HAT-P-1 b,HAT-P-1,b,Transit,2006,4.4652968,0.05561,14.784671,1.319,168.13207,0.529,,5980.0,,,344.4453632,38.674919,158.979,6.26153
938,HAT-P-1 b,HAT-P-1,b,Transit,2006,4.4652934,0.05535,13.641353,1.217,166.54292,0.524,,5975.0,1.112,1.134,344.4453632,38.674919,158.979,6.26153
939,HAT-P-1 b,HAT-P-1,b,Transit,2006,4.46529913,,,,,,,5975.0,1.135,1.133,344.4453632,38.674919,158.979,6.26153
940,HAT-P-1 b,HAT-P-1,b,Transit,2006,4.4652934,0.0551,,,,,G0 V,6067.0,1.15,1.12,344.4453632,38.674919,158.979,6.26153
941,HAT-P-1 b,HAT-P-1,b,Transit,2006,4.4652986,,14.5331,1.29655857,,,,6051.2,1.18,,344.4453632,38.674919,158.979,6.26153
942,HAT-P-1 b,HAT-P-1,b,Transit,2006,4.46529976,0.0553,13.921578,1.242,166.86075,0.525,,5980.0,1.135,1.133,344.4453632,38.674919,158.979,6.26153
943,HAT-P-1 b,HAT-P-1,b,Transit,2006,4.46,,14.79588,1.32,168.4499,0.53,,6051.18,1.17839,1.126,344.4453632,38.674919,158.979,6.26153
944,HAT-P-1 b,HAT-P-1,b,Transit,2006,4.4652992,,,,,,,5975.0,1.135,1.133,344.4453632,38.674919,158.979,6.26153
945,HAT-P-11 b,HAT-P-11,b,Transit,2008,4.887802443,0.0532,4.901,0.4466,25.0,0.0787,,4780.0,0.76,0.86,297.7101763,48.0818635,37.7647,26.4508
946,HAT-P-11 b,HAT-P-11,b,Transit,2008,4.887802706,0.053,4.84,0.43179662,,,,4777.0,0.765,0.829,297.7101763,48.0818635,37.7647,26.4508
947,HAT-P-11 b,HAT-P-11,b,Transit,2008,4.8878009,,,,,,K4,4780.0,0.75,0.81,297.7101763,48.0818635,37.7647,26.4508
948,HAT-P-11 b,HAT-P-11,b,Transit,2008,4.88782,,4.81987,0.43,28.6047,0.09,,4708.0,0.77,0.88,297.7101763,48.0818635,37.7647,26.4508
949,HAT-P-11 b,HAT-P-11,b,Transit,2008,4.887802443,,,,,,K4,4653.0,0.74,,297.7101763,48.0818635,37.7647,26.4508
950,HAT-P-11 b,HAT-P-11,b,Transit,2008,4.8878162,0.053,4.73,0.422,25.743,0.081,K4,4780.0,0.75,0.81,297.7101763,48.0818635,37.7647,26.4508
951,HAT-P-11 b,HAT-P-11,b,Transit,2008,4.88780201,,,,,,K4,4780.0,0.75,0.81,297.7101763,48.0818635,37.7647,26.4508
952,HAT-P-11 b,HAT-P-11,b,Transit,2008,4.88780026,0.052,4.68,0.41752235,,,,4766.0,0.742,0.786,297.7101763,48.0818635,37.7647,26.4508
953,HAT-P-11 b,HAT-P-11,b,Transit,2008,,,4.737,0.42260683,,,,4864.0,0.75,,297.7101763,48.0818635,37.7647,26.4508
954,HAT-P-11 b,HAT-P-11,b,Transit,2008,4.88780232,,,,,,,,,,297.7101763,48.0818635,37.7647,26.4508
955,HAT-P-11 b,HAT-P-11,b,Transit,2008,4.887802706,0.053,4.84,0.43179662,,,,4777.0,0.765,0.829,297.7101763,48.0818635,37.7647,26.4508
956,HAT-P-11 b,HAT-P-11,b,Transit,2008,4.88781501,0.05259,4.449973,0.397,26.69772,0.084,,4780.0,0.695,0.812,297.7101763,48.0818635,37.7647,26.4508
957,HAT-P-11 b,HAT-P-11,b,Transit,2008,4.887803076,0.053,4.82,0.43001234,,,,4778.0,0.763,0.83,297.7101763,48.0818635,37.7647,26.4508
958,HAT-P-11 b,HAT-P-11,b,Transit,2008,4.887802706,0.053,4.84,0.43179662,,,,4777.0,0.765,0.829,297.7101763,48.0818635,37.7647,26.4508
959,HAT-P-11 b,HAT-P-11,b,Transit,2008,4.887802706,,4.71,0.42019806,,,,4653.0,0.74,0.81,297.7101763,48.0818635,37.7647,26.4508
960,HAT-P-11 b,HAT-P-11,b,Transit,2008,4.888,0.05258,,,,,,,,0.811,297.7101763,48.0818635,37.7647,26.4508
961,HAT-P-11 b,HAT-P-11,b,Transit,2008,4.887802443,0.05254,4.36,0.38897315,,,,4780.0,0.683,0.809,297.7101763,48.0818635,37.7647,26.4508
962,HAT-P-11 b,HAT-P-11,b,Transit,2008,4.8878049,,,,,,,,,,297.7101763,48.0818635,37.7647,26.4508
963,HAT-P-11 b,HAT-P-11,b,Transit,2008,4.88780267,,,,,,,4777.56,0.759854,0.77,297.7101763,48.0818635,37.7647,26.4508
964,HAT-P-11 b,HAT-P-11,b,Transit,2008,4.887803076,,,,,,,4777.56,0.759854,0.77,297.7101763,48.0818635,37.7647,26.4508
965,HAT-P-11 b,HAT-P-11,b,Transit,2008,,,,,24.027948,0.0756,,,,0.81,297.7101763,48.0818635,37.7647,26.4508
966,HAT-P-11 b,HAT-P-11,b,Transit,2008,4.8878037,,5.29152,0.47207861,,,,4757.3,0.76,,297.7101763,48.0818635,37.7647,26.4508
967,HAT-P-11 c,HAT-P-11,c,Radial Velocity,2018,3397.0,,,,731.009,2.3,,,,0.809,297.7101763,48.0818635,37.7647,26.4508
968,HAT-P-11 c,HAT-P-11,c,Radial Velocity,2018,3407.0,,,,,,K4,4653.0,0.74,,297.7101763,48.0818635,37.7647,26.4508
969,HAT-P-11 c,HAT-P-11,c,Radial Velocity,2018,3361.0,4.1,,,851.78013076,2.68,,,,0.811,297.7101763,48.0818635,37.7647,26.4508
970,HAT-P-11 c,HAT-P-11,c,Radial Velocity,2018,3407.0,4.13,,,,,,4780.0,0.683,0.809,297.7101763,48.0818635,37.7647,26.4508
971,HAT-P-11 c,HAT-P-11,c,Radial Velocity,2018,3299.0,,,,,,,,,,297.7101763,48.0818635,37.7647,26.4508
972,HAT-P-12 b,HAT-P-12,b,Transit,2009,3.2130578,,11.0975,0.99005434,,,,4652.87,0.7,,209.3886452,43.49331,142.751,6.97632
973,HAT-P-12 b,HAT-P-12,b,Transit,2009,,,,,,,,4652.87,0.703594,0.74,209.3886452,43.49331,142.751,6.97632
974,HAT-P-12 b,HAT-P-12,b,Transit,2009,3.21305751,,,,,,K4,4650.0,0.701,0.733,209.3886452,43.49331,142.751,6.97632
975,HAT-P-12 b,HAT-P-12,b,Transit,2009,3.21305762,,,,,,K4,4650.0,0.701,0.733,209.3886452,43.49331,142.751,6.97632
976,HAT-P-12 b,HAT-P-12,b,Transit,2009,3.21305786,,,,,,,,,,209.3886452,43.49331,142.751,6.97632
977,HAT-P-12 b,HAT-P-12,b,Transit,2009,3.2130589,0.03837,,,,,K4,4559.0,0.7,0.73,209.3886452,43.49331,142.751,6.97632
978,HAT-P-12 b,HAT-P-12,b,Transit,2009,3.2130598,,,,,,K4,4650.0,0.701,0.733,209.3886452,43.49331,142.751,6.97632
979,HAT-P-12 b,HAT-P-12,b,Transit,2009,3.2130598,0.0384,10.749,0.959,67.059,0.211,K4,4650.0,0.701,0.733,209.3886452,43.49331,142.751,6.97632
980,HAT-P-12 b,HAT-P-12,b,Transit,2009,3.21305992,0.03767,10.301071,0.919,63.88383,0.201,,4665.0,0.679,0.691,209.3886452,43.49331,142.751,6.97632
981,HAT-P-12 b,HAT-P-12,b,Transit,2009,3.2130579,,10.637341,0.949,67.06213,0.211,,4650.0,0.701,0.733,209.3886452,43.49331,142.751,6.97632
982,HAT-P-12 b,HAT-P-12,b,Transit,2009,,,15.24421375,1.36,,,,4650.0,0.701,0.733,209.3886452,43.49331,142.751,6.97632
983,HAT-P-12 b,HAT-P-12,b,Transit,2009,3.2130589,,,,,,,4650.0,,,209.3886452,43.49331,142.751,6.97632
984,HAT-P-12 b,HAT-P-12,b,Transit,2009,3.21305929,0.03838,10.749431,0.959,66.235772,0.2084,,4650.0,0.701,0.73,209.3886452,43.49331,142.751,6.97632
985,HAT-P-12 b,HAT-P-12,b,Transit,2009,,,,,66.394687,0.2089,,,,0.733,209.3886452,43.49331,142.751,6.97632
986,HAT-P-12 b,HAT-P-12,b,Transit,2009,3.21,,10.76064,0.96,66.7443,0.21,,4652.87,0.703594,0.74,209.3886452,43.49331,142.751,6.97632
987,HAT-P-13 b,HAT-P-13,b,Transit,2009,2.9162382,0.0431,16.667783,1.487,287.95398,0.906,,5653.0,,,129.8823772,47.3519076,246.81,4.02313
988,HAT-P-13 b,HAT-P-13,b,Transit,2009,2.9162431,,,,,,G4,5653.0,1.56,1.22,129.8823772,47.3519076,246.81,4.02313
989,HAT-P-13 b,HAT-P-13,b,Transit,2009,2.9162383,0.04383,16.667783,1.487,285.72917,0.899,,,1.756,1.32,129.8823772,47.3519076,246.81,4.02313
990,HAT-P-13 b,HAT-P-13,b,Transit,2009,2.91625,,14.258,1.272,270.462,0.851,,,,,129.8823772,47.3519076,246.81,4.02313
991,HAT-P-13 b,HAT-P-13,b,Transit,2009,2.91626,0.0427,14.359,1.271,271.098,0.853,G4,5653.0,1.56,1.22,129.8823772,47.3519076,246.81,4.02313
992,HAT-P-13 b,HAT-P-13,b,Transit,2009,2.9162433,,,,,,,5653.0,,,129.8823772,47.3519076,246.81,4.02313
993,HAT-P-13 b,HAT-P-13,b,Transit,2009,2.9162383,0.0427,14.358729,1.281,280.64389,0.883,,5653.0,1.56,1.22,129.8823772,47.3519076,246.81,4.02313
994,HAT-P-13 b,HAT-P-13,b,Transit,2009,2.9162368,,,,,,,,,,129.8823772,47.3519076,246.81,4.02313
995,HAT-P-13 b,HAT-P-13,b,Transit,2009,2.9162381,,,,285.72917,0.899,,,,1.32,129.8823772,47.3519076,246.81,4.02313
996,HAT-P-13 b,HAT-P-13,b,Transit,2009,2.91624268,,,,,,G4,5653.0,1.56,1.22,129.8823772,47.3519076,246.81,4.02313
997,HAT-P-13 b,HAT-P-13,b,Transit,2009,,,,,,,,,,,,,,
998,HAT-P-13 b,HAT-P-13,b,Transit,2009,2.91640044952,,16.77836104,1.49686769,,,,5720.0,1.82744,,129.8823772,47.3519076,246.81,4.02313
999,HAT-P-13 c,HAT-P-13,c,Radial Velocity,2009,428.5,1.188,,,,,G4,5653.0,1.56,1.22,129.8823772,47.3519076,246.81,4.02313
1000,HAT-P-13 c,HAT-P-13,c,Radial Velocity,2009,445.82,1.258,,,,,,,,1.32,129.8823772,47.3519076,246.81,4.02313
